ENRICHMENT_ID,CALL_ID,SENTIMENT_SCORE,SENTIMENT_LABEL,CALL_SUMMARY,DISPOSITION_CLASS,FOLLOW_UP_ACTION,CUSTOMER_OBJECTIONS,APPOINTMENT_DATE_EXTRACTED,MODEL_VERSION,PROCESSED_AT,CREATED_AT
ENR012670,CALL012670,0.091,neutral,Agent notified the customer of an open safety recall on their 2022 Ford Accord and scheduled a free recall repair on January 30.,service_appointment,Escalate to service manager,,2024-01-30,cortex-llm-v1.2,2024-01-21 14:26:47,2024-01-21 14:00:47
ENR012671,CALL012671,0.193,neutral,Agent discussed lease maturity options with the customer regarding their 2019 Honda and scheduled a sales consultation on January 28.,sales_appointment,Add to retention campaign,,2024-01-28,cortex-llm-v1.2,2024-01-21 12:36:47,2024-01-21 12:10:47
ENR012672,CALL012672,0.558,positive,Agent successfully scheduled a Brake Pad Replacement appointment for the customer's 2020 BMW Camry on February 06.,service_appointment,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-29 09:04:22,2024-01-29 09:03:22
ENR012673,CALL012673,0.556,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Schedule follow-up call for next week,,2024-01-17,cortex-llm-v1.2,2024-01-15 11:17:08,2024-01-15 11:05:08
ENR012674,CALL012674,-0.208,neutral,Agent discussed lease maturity options with the customer regarding their 2019 BMW and scheduled a sales consultation on January 30.,sales_appointment,Send appointment confirmation text,Already have a mechanic,,cortex-llm-v1.2,2024-01-29 15:05:01,2024-01-29 14:59:01
ENR012675,CALL012675,0.393,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-08 17:12:35,2024-01-08 16:53:35
ENR012676,CALL012676,0.065,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-22 14:59:30,2024-01-22 14:41:30
ENR012677,CALL012677,-0.219,neutral,Agent successfully scheduled a Brake Pad Replacement appointment for the customer's 2019 Toyota Camry on February 04.,service_appointment,Schedule follow-up call for next week,Just had service done,,cortex-llm-v1.2,2024-01-27 15:51:16,2024-01-27 15:24:16
ENR012678,CALL012678,0.601,positive,Agent notified the customer of an open safety recall on their 2021 Chevrolet Camry and scheduled a free recall repair on January 16.,service_appointment,Send appointment confirmation text,,2024-01-16,cortex-llm-v1.2,2024-01-12 08:25:28,2024-01-12 08:13:28
ENR012679,CALL012679,0.219,neutral,Agent notified the customer of an open safety recall on their 2022 Honda Camry and scheduled a free recall repair on February 07.,service_appointment,Log callback for 2 weeks,,2024-02-07,cortex-llm-v1.2,2024-01-30 17:28:01,2024-01-30 17:21:01
ENR012680,CALL012680,-0.134,neutral,Agent notified the customer of an open safety recall on their 2020 Ford Camry and scheduled a free recall repair on January 24.,service_appointment,Schedule follow-up call for next week,,2024-01-24,cortex-llm-v1.2,2024-01-21 13:57:58,2024-01-21 13:35:58
ENR012681,CALL012681,0.197,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-10 09:13:45,2024-01-10 09:00:45
ENR012682,CALL012682,0.219,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Just had service done,,cortex-llm-v1.2,2024-01-07 11:30:42,2024-01-07 11:15:42
ENR012683,CALL012683,0.093,neutral,Agent notified the customer of an open safety recall on their 2020 Chevrolet Accord and scheduled a free recall repair on January 11.,service_appointment,Send recall information via email,,2024-01-11,cortex-llm-v1.2,2024-01-09 15:13:03,2024-01-09 15:08:03
ENR012684,CALL012684,0.082,neutral,Agent reminded the customer about their overdue oil change for their 2020 Ford 3 Series and scheduled service on February 05.,service_appointment,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-27 16:07:53,2024-01-27 15:56:53
ENR012685,CALL012685,0.545,positive,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 10.,sales_appointment,Log callback for 2 weeks,,2024-01-10,cortex-llm-v1.2,2024-01-09 18:02:09,2024-01-09 17:34:09
ENR012686,CALL012686,0.781,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Too busy right now,,cortex-llm-v1.2,2024-01-14 10:53:06,2024-01-14 10:37:06
ENR012687,CALL012687,-0.261,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-08 13:16:57,2024-01-08 12:52:57
ENR012688,CALL012688,0.391,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Add to retention campaign,Too expensive,,cortex-llm-v1.2,2024-01-01 16:27:55,2024-01-01 16:25:55
ENR012689,CALL012689,0.267,neutral,Agent reminded the customer about their overdue oil change for their 2021 Toyota Camry and scheduled service on January 10.,service_appointment,No follow-up needed — appointment confirmed,,2024-01-10,cortex-llm-v1.2,2024-01-01 08:11:44,2024-01-01 08:09:44
ENR012690,CALL012690,0.143,neutral,Agent discussed lease maturity options with the customer regarding their 2022 Toyota and scheduled a sales consultation on January 09.,sales_appointment,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-04 15:02:40,2024-01-04 14:52:40
ENR012691,CALL012691,0.684,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send recall information via email,,2024-01-21,cortex-llm-v1.2,2024-01-20 14:11:20,2024-01-20 14:02:20
ENR012692,CALL012692,0.189,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Too busy right now,,cortex-llm-v1.2,2024-01-12 15:19:07,2024-01-12 14:59:07
ENR012693,CALL012693,-0.185,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send service coupon via email,Too busy right now,,cortex-llm-v1.2,2024-01-19 09:21:52,2024-01-19 09:13:52
ENR012694,CALL012694,0.267,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,,2024-02-01,cortex-llm-v1.2,2024-01-27 14:46:40,2024-01-27 14:45:40
ENR012695,CALL012695,0.336,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,Just had service done,,cortex-llm-v1.2,2024-01-22 15:10:31,2024-01-22 14:45:31
ENR012696,CALL012696,0.067,neutral,Agent successfully scheduled a Brake Inspection appointment for the customer's 2020 Chevrolet Accord on February 01.,service_appointment,No follow-up needed — appointment confirmed,,2024-02-01,cortex-llm-v1.2,2024-01-25 15:58:36,2024-01-25 15:34:36
ENR012697,CALL012697,0.106,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Already have a mechanic,,cortex-llm-v1.2,2024-01-16 13:50:06,2024-01-16 13:27:06
ENR012698,CALL012698,0.166,neutral,Agent reminded the customer about their overdue oil change for their 2021 Honda Equinox and scheduled service on January 15.,service_appointment,No follow-up needed — appointment confirmed,Too expensive,,cortex-llm-v1.2,2024-01-06 14:41:51,2024-01-06 14:21:51
ENR012699,CALL012699,0.49,positive,Agent reminded the customer about their overdue oil change for their 2020 Toyota Camry and scheduled service on January 22.,service_appointment,Send service coupon via email,,2024-01-22,cortex-llm-v1.2,2024-01-14 16:56:24,2024-01-14 16:33:24
ENR012700,CALL012700,0.368,positive,Agent reminded the customer about their overdue oil change for their 2020 Ford Equinox and scheduled service on January 13.,service_appointment,Add to retention campaign,,2024-01-13,cortex-llm-v1.2,2024-01-12 12:35:15,2024-01-12 12:29:15
ENR012701,CALL012701,0.014,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-08 18:57:30,2024-01-08 18:50:30
ENR012702,CALL012702,0.732,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Just had service done,,cortex-llm-v1.2,2024-01-19 08:39:28,2024-01-19 08:25:28
ENR012703,CALL012703,0.035,neutral,Agent discussed lease maturity options with the customer regarding their 2021 Chevrolet and scheduled a sales consultation on January 13.,sales_appointment,Add to retention campaign,,2024-01-13,cortex-llm-v1.2,2024-01-11 12:59:09,2024-01-11 12:57:09
ENR012704,CALL012704,0.106,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-30 10:24:39,2024-01-30 09:54:39
ENR012705,CALL012705,0.739,positive,Agent reminded the customer about their overdue oil change for their 2022 BMW Equinox and scheduled service on February 04.,service_appointment,Transfer to sales team,,,cortex-llm-v1.2,2024-01-29 14:26:02,2024-01-29 14:10:02
ENR012706,CALL012706,0.661,positive,Agent reminded the customer about their overdue oil change for their 2020 BMW F-150 and scheduled service on January 10.,service_appointment,Log callback for 2 weeks,,2024-01-10,cortex-llm-v1.2,2024-01-08 11:38:14,2024-01-08 11:32:14
ENR012707,CALL012707,0.372,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Already have a mechanic,,cortex-llm-v1.2,2024-01-23 12:35:51,2024-01-23 12:28:51
ENR012708,CALL012708,0.07,neutral,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 12.,sales_appointment,Send service coupon via email,,2024-01-12,cortex-llm-v1.2,2024-01-07 13:22:11,2024-01-07 13:21:11
ENR012709,CALL012709,0.257,neutral,Agent successfully scheduled a Cabin Filter Replacement appointment for the customer's 2021 Chevrolet 3 Series on January 11.,service_appointment,Schedule follow-up call for next week,Too busy right now,,cortex-llm-v1.2,2024-01-05 15:44:33,2024-01-05 15:17:33
ENR012710,CALL012710,0.244,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-02 13:05:33,2024-01-02 12:59:33
ENR012711,CALL012711,0.706,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Escalate to service manager,,2024-01-29,cortex-llm-v1.2,2024-01-20 12:29:41,2024-01-20 12:14:41
ENR012712,CALL012712,0.063,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,,,cortex-llm-v1.2,2024-01-28 10:00:47,2024-01-28 09:30:47
ENR012713,CALL012713,0.662,positive,Agent reminded the customer about their overdue oil change for their 2022 BMW Accord and scheduled service on February 01.,service_appointment,Send service coupon via email,,,cortex-llm-v1.2,2024-01-29 09:27:32,2024-01-29 09:05:32
ENR012714,CALL012714,0.382,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Too busy right now,,cortex-llm-v1.2,2024-01-17 14:50:40,2024-01-17 14:45:40
ENR012715,CALL012715,0.247,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,,,cortex-llm-v1.2,2024-01-28 09:15:15,2024-01-28 09:08:15
ENR012716,CALL012716,0.386,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-28 15:06:40,2024-01-28 14:42:40
ENR012717,CALL012717,-0.047,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-11 15:17:15,2024-01-11 14:59:15
ENR012718,CALL012718,0.269,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Mark as do-not-call and update CRM,,2024-01-11,cortex-llm-v1.2,2024-01-06 15:38:54,2024-01-06 15:14:54
ENR012719,CALL012719,0.077,neutral,Agent reminded the customer about their overdue oil change for their 2021 BMW Equinox and scheduled service on January 10.,service_appointment,Send appointment confirmation text,,2024-01-10,cortex-llm-v1.2,2024-01-01 12:13:17,2024-01-01 12:01:17
ENR012720,CALL012720,0.307,positive,Agent successfully scheduled a Air Filter Replacement appointment for the customer's 2019 BMW 3 Series on February 01.,service_appointment,Send recall information via email,,2024-02-01,cortex-llm-v1.2,2024-01-23 13:40:00,2024-01-23 13:35:00
